protocol,inst,seed,rule,model,endpoint,epoch
scaffold,0,0,global-vs-global,STL,CYP2C9_Veith,10
scaffold,0,0,global-vs-global,MTL,CYP2D6_Veith,20
scaffold,0,0,global-vs-global,STL,CYP2D6_Veith,10
scaffold,0,0,global-vs-global,MTL,CYP3A4_Veith,20
scaffold,0,0,global-vs-global,STL,CYP3A4_Veith,10
scaffold,0,0,global-vs-global,MTL,Bioavailability_Ma,20
scaffold,0,0,global-vs-global,STL,Bioavailability_Ma,10
scaffold,0,0,endpoint-vs-endpoint,MTL,hERG,20
scaffold,0,0,endpoint-vs-endpoint,STL,hERG,10
scaffold,0,0,endpoint-vs-endpoint,MTL,AMES,10
scaffold,0,0,endpoint-vs-endpoint,STL,AMES,10
scaffold,0,0,endpoint-vs-endpoint,MTL,BBB_Martins,20
scaffold,0,0,endpoint-vs-endpoint,STL,BBB_Martins,10
scaffold,0,0,endpoint-vs-endpoint,MTL,Pgp_Broccatelli,20
scaffold,0,0,endpoint-vs-endpoint,STL,Pgp_Broccatelli,10
scaffold,0,0,endpoint-vs-endpoint,MTL,CYP2C9_Veith,10
scaffold,0,0,endpoint-vs-endpoint,STL,CYP2C9_Veith,10
scaffold,0,0,endpoint-vs-endpoint,MTL,CYP2D6_Veith,20
scaffold,0,0,endpoint-vs-endpoint,STL,CYP2D6_Veith,10
scaffold,0,0,endpoint-vs-endpoint,MTL,CYP3A4_Veith,20
scaffold,0,0,endpoint-vs-endpoint,STL,CYP3A4_Veith,10
scaffold,0,0,endpoint-vs-endpoint,MTL,Bioavailability_Ma,60
scaffold,0,0,endpoint-vs-endpoint,STL,Bioavailability_Ma,10
scaffold,0,0,hybrid,MTL,hERG,20
scaffold,0,0,hybrid,STL,hERG,10
scaffold,0,0,hybrid,MTL,AMES,20
scaffold,0,0,hybrid,STL,AMES,10
scaffold,0,0,hybrid,MTL,BBB_Martins,20
scaffold,0,0,hybrid,STL,BBB_Martins,10
scaffold,0,0,hybrid,MTL,Pgp_Broccatelli,20
scaffold,0,0,hybrid,STL,Pgp_Broccatelli,10
scaffold,0,0,hybrid,MTL,CYP2C9_Veith,20
scaffold,0,0,hybrid,STL,CYP2C9_Veith,10
scaffold,0,0,hybrid,MTL,CYP2D6_Veith,20
scaffold,0,0,hybrid,STL,CYP2D6_Veith,10
scaffold,0,0,hybrid,MTL,CYP3A4_Veith,20
scaffold,0,0,hybrid,STL,CYP3A4_Veith,10
scaffold,0,0,hybrid,MTL,Bioavailability_Ma,20
scaffold,0,0,hybrid,STL,Bioavailability_Ma,10
scaffold,0,1,fixed-final,MTL,hERG,60
scaffold,0,1,fixed-final,STL,hERG,60
scaffold,0,1,fixed-final,MTL,AMES,60
scaffold,0,1,fixed-final,STL,AMES,60
scaffold,0,1,fixed-final,MTL,BBB_Martins,60
scaffold,0,1,fixed-final,STL,BBB_Martins,60
scaffold,0,1,fixed-final,MTL,Pgp_Broccatelli,60
scaffold,0,1,fixed-final,STL,Pgp_Broccatelli,60
scaffold,0,1,fixed-final,MTL,CYP2C9_Veith,60
scaffold,0,1,fixed-final,STL,CYP2C9_Veith,60
scaffold,0,1,fixed-final,MTL,CYP2D6_Veith,60
scaffold,0,1,fixed-final,STL,CYP2D6_Veith,60
scaffold,0,1,fixed-final,MTL,CYP3A4_Veith,60
scaffold,0,1,fixed-final,STL,CYP3A4_Veith,60
scaffold,0,1,fixed-final,MTL,Bioavailability_Ma,60
scaffold,0,1,fixed-final,STL,Bioavailability_Ma,60
scaffold,0,1,global-vs-global,MTL,hERG,20
scaffold,0,1,global-vs-global,STL,hERG,10
scaffold,0,1,global-vs-global,MTL,AMES,20
scaffold,0,1,global-vs-global,STL,AMES,10
scaffold,0,1,global-vs-global,MTL,BBB_Martins,20
scaffold,0,1,global-vs-global,STL,BBB_Martins,10
scaffold,0,1,global-vs-global,MTL,Pgp_Broccatelli,20
scaffold,0,1,global-vs-global,STL,Pgp_Broccatelli,10
scaffold,0,1,global-vs-global,MTL,CYP2C9_Veith,20
scaffold,0,1,global-vs-global,STL,CYP2C9_Veith,10
scaffold,0,1,global-vs-global,MTL,CYP2D6_Veith,20
scaffold,0,1,global-vs-global,STL,CYP2D6_Veith,10
scaffold,0,1,global-vs-global,MTL,CYP3A4_Veith,20
scaffold,0,1,global-vs-global,STL,CYP3A4_Veith,10
scaffold,0,1,global-vs-global,MTL,Bioavailability_Ma,20
scaffold,0,1,global-vs-global,STL,Bioavailability_Ma,10
scaffold,0,1,endpoint-vs-endpoint,MTL,hERG,50
scaffold,0,1,endpoint-vs-endpoint,STL,hERG,30
scaffold,0,1,endpoint-vs-endpoint,MTL,AMES,10
scaffold,0,1,endpoint-vs-endpoint,STL,AMES,10
scaffold,0,1,endpoint-vs-endpoint,MTL,BBB_Martins,10
scaffold,0,1,endpoint-vs-endpoint,STL,BBB_Martins,10
scaffold,0,1,endpoint-vs-endpoint,MTL,Pgp_Broccatelli,60
scaffold,0,1,endpoint-vs-endpoint,STL,Pgp_Broccatelli,10
scaffold,0,1,endpoint-vs-endpoint,MTL,CYP2C9_Veith,20
scaffold,0,1,endpoint-vs-endpoint,STL,CYP2C9_Veith,10
scaffold,0,1,endpoint-vs-endpoint,MTL,CYP2D6_Veith,10
scaffold,0,1,endpoint-vs-endpoint,STL,CYP2D6_Veith,10
scaffold,0,1,endpoint-vs-endpoint,MTL,CYP3A4_Veith,30
scaffold,0,1,endpoint-vs-endpoint,STL,CYP3A4_Veith,10
scaffold,0,1,endpoint-vs-endpoint,MTL,Bioavailability_Ma,10
scaffold,0,1,endpoint-vs-endpoint,STL,Bioavailability_Ma,10
scaffold,0,1,hybrid,MTL,hERG,20
scaffold,0,1,hybrid,STL,hERG,30
scaffold,0,1,hybrid,MTL,AMES,20
scaffold,0,1,hybrid,STL,AMES,10
scaffold,0,1,hybrid,MTL,BBB_Martins,20
scaffold,0,1,hybrid,STL,BBB_Martins,10
scaffold,0,1,hybrid,MTL,Pgp_Broccatelli,20
scaffold,0,1,hybrid,STL,Pgp_Broccatelli,10
scaffold,0,1,hybrid,MTL,CYP2C9_Veith,20
scaffold,0,1,hybrid,STL,CYP2C9_Veith,10
scaffold,0,1,hybrid,MTL,CYP2D6_Veith,20
scaffold,0,1,hybrid,STL,CYP2D6_Veith,10
scaffold,0,1,hybrid,MTL,CYP3A4_Veith,20
scaffold,0,1,hybrid,STL,CYP3A4_Veith,10
scaffold,0,1,hybrid,MTL,Bioavailability_Ma,20
scaffold,0,1,hybrid,STL,Bioavailability_Ma,10
scaffold,0,2,fixed-final,MTL,hERG,60
scaffold,0,2,fixed-final,STL,hERG,60
scaffold,0,2,fixed-final,MTL,AMES,60
scaffold,0,2,fixed-final,STL,AMES,60
scaffold,0,2,fixed-final,MTL,BBB_Martins,60
scaffold,0,2,fixed-final,STL,BBB_Martins,60
scaffold,0,2,fixed-final,MTL,Pgp_Broccatelli,60
scaffold,0,2,fixed-final,STL,Pgp_Broccatelli,60
scaffold,0,2,fixed-final,MTL,CYP2C9_Veith,60
scaffold,0,2,fixed-final,STL,CYP2C9_Veith,60
scaffold,0,2,fixed-final,MTL,CYP2D6_Veith,60
scaffold,0,2,fixed-final,STL,CYP2D6_Veith,60
scaffold,0,2,fixed-final,MTL,CYP3A4_Veith,60
scaffold,0,2,fixed-final,STL,CYP3A4_Veith,60
scaffold,0,2,fixed-final,MTL,Bioavailability_Ma,60
scaffold,0,2,fixed-final,STL,Bioavailability_Ma,60
scaffold,0,2,global-vs-global,MTL,hERG,10
scaffold,0,2,global-vs-global,STL,hERG,10
scaffold,0,2,global-vs-global,MTL,AMES,10
scaffold,0,2,global-vs-global,STL,AMES,10
scaffold,0,2,global-vs-global,MTL,BBB_Martins,10
scaffold,0,2,global-vs-global,STL,BBB_Martins,10
scaffold,0,2,global-vs-global,MTL,Pgp_Broccatelli,10
scaffold,0,2,global-vs-global,STL,Pgp_Broccatelli,10
scaffold,0,2,global-vs-global,MTL,CYP2C9_Veith,10
scaffold,0,2,global-vs-global,STL,CYP2C9_Veith,10
scaffold,0,2,global-vs-global,MTL,CYP2D6_Veith,10
scaffold,0,2,global-vs-global,STL,CYP2D6_Veith,10
scaffold,0,2,global-vs-global,MTL,CYP3A4_Veith,10
scaffold,0,2,global-vs-global,STL,CYP3A4_Veith,10
scaffold,0,2,global-vs-global,MTL,Bioavailability_Ma,10
scaffold,0,2,global-vs-global,STL,Bioavailability_Ma,10
scaffold,0,2,endpoint-vs-endpoint,MTL,hERG,10
scaffold,0,2,endpoint-vs-endpoint,STL,hERG,10
scaffold,0,2,endpoint-vs-endpoint,MTL,AMES,10
scaffold,0,2,endpoint-vs-endpoint,STL,AMES,10
scaffold,0,2,endpoint-vs-endpoint,MTL,BBB_Martins,10
scaffold,0,2,endpoint-vs-endpoint,STL,BBB_Martins,10
scaffold,0,2,endpoint-vs-endpoint,MTL,Pgp_Broccatelli,20
scaffold,0,2,endpoint-vs-endpoint,STL,Pgp_Broccatelli,10
scaffold,0,2,endpoint-vs-endpoint,MTL,CYP2C9_Veith,10
scaffold,0,2,endpoint-vs-endpoint,STL,CYP2C9_Veith,10
scaffold,0,2,endpoint-vs-endpoint,MTL,CYP2D6_Veith,20
scaffold,0,2,endpoint-vs-endpoint,STL,CYP2D6_Veith,10
scaffold,0,2,endpoint-vs-endpoint,MTL,CYP3A4_Veith,30
scaffold,0,2,endpoint-vs-endpoint,STL,CYP3A4_Veith,10
scaffold,0,2,endpoint-vs-endpoint,MTL,Bioavailability_Ma,10
scaffold,0,2,endpoint-vs-endpoint,STL,Bioavailability_Ma,10
scaffold,0,2,hybrid,MTL,hERG,10
scaffold,0,2,hybrid,STL,hERG,10
scaffold,0,2,hybrid,MTL,AMES,10
scaffold,0,2,hybrid,STL,AMES,10
scaffold,0,2,hybrid,MTL,BBB_Martins,10
scaffold,0,2,hybrid,STL,BBB_Martins,10
scaffold,0,2,hybrid,MTL,Pgp_Broccatelli,10
scaffold,0,2,hybrid,STL,Pgp_Broccatelli,10
scaffold,0,2,hybrid,MTL,CYP2C9_Veith,10
scaffold,0,2,hybrid,STL,CYP2C9_Veith,10
scaffold,0,2,hybrid,MTL,CYP2D6_Veith,10
scaffold,0,2,hybrid,STL,CYP2D6_Veith,10
scaffold,0,2,hybrid,MTL,CYP3A4_Veith,10
scaffold,0,2,hybrid,STL,CYP3A4_Veith,10
scaffold,0,2,hybrid,MTL,Bioavailability_Ma,10
scaffold,0,2,hybrid,STL,Bioavailability_Ma,10
scaffold,1,0,fixed-final,MTL,hERG,60
scaffold,1,0,fixed-final,STL,hERG,60
scaffold,1,0,fixed-final,MTL,AMES,60
scaffold,1,0,fixed-final,STL,AMES,60
scaffold,1,0,fixed-final,MTL,BBB_Martins,60
scaffold,1,0,fixed-final,STL,BBB_Martins,60
scaffold,1,0,fixed-final,MTL,Pgp_Broccatelli,60
scaffold,1,0,fixed-final,STL,Pgp_Broccatelli,60
scaffold,1,0,fixed-final,MTL,CYP2C9_Veith,60
scaffold,1,0,fixed-final,STL,CYP2C9_Veith,60
scaffold,1,0,fixed-final,MTL,CYP2D6_Veith,60
scaffold,1,0,fixed-final,STL,CYP2D6_Veith,60
scaffold,1,0,fixed-final,MTL,CYP3A4_Veith,60
scaffold,1,0,fixed-final,STL,CYP3A4_Veith,60
scaffold,1,0,fixed-final,MTL,Bioavailability_Ma,60
scaffold,1,0,fixed-final,STL,Bioavailability_Ma,60
scaffold,1,0,global-vs-global,MTL,hERG,10
scaffold,1,0,global-vs-global,STL,hERG,10
scaffold,1,0,global-vs-global,MTL,AMES,10
scaffold,1,0,global-vs-global,STL,AMES,10
scaffold,1,0,global-vs-global,MTL,BBB_Martins,10
scaffold,1,0,global-vs-global,STL,BBB_Martins,10
scaffold,1,0,global-vs-global,MTL,Pgp_Broccatelli,10
scaffold,1,0,global-vs-global,STL,Pgp_Broccatelli,10
scaffold,1,0,global-vs-global,MTL,CYP2C9_Veith,10
scaffold,1,0,global-vs-global,STL,CYP2C9_Veith,10
scaffold,1,0,global-vs-global,MTL,CYP2D6_Veith,10
scaffold,1,0,global-vs-global,STL,CYP2D6_Veith,10
scaffold,1,0,global-vs-global,MTL,CYP3A4_Veith,10
scaffold,1,0,global-vs-global,STL,CYP3A4_Veith,10
scaffold,1,0,global-vs-global,MTL,Bioavailability_Ma,10
scaffold,1,0,global-vs-global,STL,Bioavailability_Ma,10
scaffold,1,0,endpoint-vs-endpoint,MTL,hERG,10
scaffold,1,0,endpoint-vs-endpoint,STL,hERG,10
scaffold,1,0,endpoint-vs-endpoint,MTL,AMES,20
scaffold,1,0,endpoint-vs-endpoint,STL,AMES,10
scaffold,1,0,endpoint-vs-endpoint,MTL,BBB_Martins,20
scaffold,1,0,endpoint-vs-endpoint,STL,BBB_Martins,10
scaffold,1,0,endpoint-vs-endpoint,MTL,Pgp_Broccatelli,10
scaffold,1,0,endpoint-vs-endpoint,STL,Pgp_Broccatelli,50
scaffold,1,0,endpoint-vs-endpoint,MTL,CYP2C9_Veith,30
scaffold,1,0,endpoint-vs-endpoint,STL,CYP2C9_Veith,10
scaffold,1,0,endpoint-vs-endpoint,MTL,CYP2D6_Veith,10
scaffold,1,0,endpoint-vs-endpoint,STL,CYP2D6_Veith,10
scaffold,1,0,endpoint-vs-endpoint,MTL,CYP3A4_Veith,50
scaffold,1,0,endpoint-vs-endpoint,STL,CYP3A4_Veith,10
scaffold,1,0,endpoint-vs-endpoint,MTL,Bioavailability_Ma,10
scaffold,1,0,endpoint-vs-endpoint,STL,Bioavailability_Ma,60
scaffold,1,0,hybrid,MTL,hERG,10
scaffold,1,0,hybrid,STL,hERG,10
scaffold,1,0,hybrid,MTL,AMES,10
scaffold,1,0,hybrid,STL,AMES,10
scaffold,1,0,hybrid,MTL,BBB_Martins,10
scaffold,1,0,hybrid,STL,BBB_Martins,10
scaffold,1,0,hybrid,MTL,Pgp_Broccatelli,10
scaffold,1,0,hybrid,STL,Pgp_Broccatelli,50
scaffold,1,0,hybrid,MTL,CYP2C9_Veith,10
scaffold,1,0,hybrid,STL,CYP2C9_Veith,10
scaffold,1,0,hybrid,MTL,CYP2D6_Veith,10
scaffold,1,0,hybrid,STL,CYP2D6_Veith,10
scaffold,1,0,hybrid,MTL,CYP3A4_Veith,10
scaffold,1,0,hybrid,STL,CYP3A4_Veith,10
scaffold,1,0,hybrid,MTL,Bioavailability_Ma,10
scaffold,1,0,hybrid,STL,Bioavailability_Ma,60
scaffold,1,1,fixed-final,MTL,hERG,60
scaffold,1,1,fixed-final,STL,hERG,60
scaffold,1,1,fixed-final,MTL,AMES,60
scaffold,1,1,fixed-final,STL,AMES,60
scaffold,1,1,fixed-final,MTL,BBB_Martins,60
scaffold,1,1,fixed-final,STL,BBB_Martins,60
scaffold,1,1,fixed-final,MTL,Pgp_Broccatelli,60
scaffold,1,1,fixed-final,STL,Pgp_Broccatelli,60
scaffold,1,1,fixed-final,MTL,CYP2C9_Veith,60
scaffold,1,1,fixed-final,STL,CYP2C9_Veith,60
scaffold,1,1,fixed-final,MTL,CYP2D6_Veith,60
scaffold,1,1,fixed-final,STL,CYP2D6_Veith,60
scaffold,1,1,fixed-final,MTL,CYP3A4_Veith,60
scaffold,1,1,fixed-final,STL,CYP3A4_Veith,60
scaffold,1,1,fixed-final,MTL,Bioavailability_Ma,60
scaffold,1,1,fixed-final,STL,Bioavailability_Ma,60
scaffold,1,1,global-vs-global,MTL,hERG,10
scaffold,1,1,global-vs-global,STL,hERG,10
scaffold,1,1,global-vs-global,MTL,AMES,10
scaffold,1,1,global-vs-global,STL,AMES,10
scaffold,1,1,global-vs-global,MTL,BBB_Martins,10
scaffold,1,1,global-vs-global,STL,BBB_Martins,10
scaffold,1,1,global-vs-global,MTL,Pgp_Broccatelli,10
scaffold,1,1,global-vs-global,STL,Pgp_Broccatelli,10
scaffold,1,1,global-vs-global,MTL,CYP2C9_Veith,10
scaffold,1,1,global-vs-global,STL,CYP2C9_Veith,10
scaffold,1,1,global-vs-global,MTL,CYP2D6_Veith,10
scaffold,1,1,global-vs-global,STL,CYP2D6_Veith,10
scaffold,1,1,global-vs-global,MTL,CYP3A4_Veith,10
scaffold,1,1,global-vs-global,STL,CYP3A4_Veith,10
scaffold,1,1,global-vs-global,MTL,Bioavailability_Ma,10
scaffold,1,1,global-vs-global,STL,Bioavailability_Ma,10
scaffold,1,1,endpoint-vs-endpoint,MTL,hERG,10
scaffold,1,1,endpoint-vs-endpoint,STL,hERG,10
scaffold,1,1,endpoint-vs-endpoint,MTL,AMES,10
scaffold,1,1,endpoint-vs-endpoint,STL,AMES,10
scaffold,1,1,endpoint-vs-endpoint,MTL,BBB_Martins,10
scaffold,1,1,endpoint-vs-endpoint,STL,BBB_Martins,10
scaffold,1,1,endpoint-vs-endpoint,MTL,Pgp_Broccatelli,10
scaffold,1,1,endpoint-vs-endpoint,STL,Pgp_Broccatelli,40
scaffold,1,1,endpoint-vs-endpoint,MTL,CYP2C9_Veith,40
scaffold,1,1,endpoint-vs-endpoint,STL,CYP2C9_Veith,10
scaffold,1,1,endpoint-vs-endpoint,MTL,CYP2D6_Veith,10
scaffold,1,1,endpoint-vs-endpoint,STL,CYP2D6_Veith,10
scaffold,1,1,endpoint-vs-endpoint,MTL,CYP3A4_Veith,30
scaffold,1,1,endpoint-vs-endpoint,STL,CYP3A4_Veith,10
scaffold,1,1,endpoint-vs-endpoint,MTL,Bioavailability_Ma,10
scaffold,1,1,endpoint-vs-endpoint,STL,Bioavailability_Ma,10
scaffold,1,1,hybrid,MTL,hERG,10
scaffold,1,1,hybrid,STL,hERG,10
scaffold,1,1,hybrid,MTL,AMES,10
scaffold,1,1,hybrid,STL,AMES,10
scaffold,1,1,hybrid,MTL,BBB_Martins,10
scaffold,1,1,hybrid,STL,BBB_Martins,10
scaffold,1,1,hybrid,MTL,Pgp_Broccatelli,10
scaffold,1,1,hybrid,STL,Pgp_Broccatelli,40
scaffold,1,1,hybrid,MTL,CYP2C9_Veith,10
scaffold,1,1,hybrid,STL,CYP2C9_Veith,10
scaffold,1,1,hybrid,MTL,CYP2D6_Veith,10
scaffold,1,1,hybrid,STL,CYP2D6_Veith,10
scaffold,1,1,hybrid,MTL,CYP3A4_Veith,10
scaffold,1,1,hybrid,STL,CYP3A4_Veith,10
scaffold,1,1,hybrid,MTL,Bioavailability_Ma,10
scaffold,1,1,hybrid,STL,Bioavailability_Ma,10
scaffold,1,2,fixed-final,MTL,hERG,60
scaffold,1,2,fixed-final,STL,hERG,60
scaffold,1,2,fixed-final,MTL,AMES,60
scaffold,1,2,fixed-final,STL,AMES,60
scaffold,1,2,fixed-final,MTL,BBB_Martins,60
scaffold,1,2,fixed-final,STL,BBB_Martins,60
scaffold,1,2,fixed-final,MTL,Pgp_Broccatelli,60
scaffold,1,2,fixed-final,STL,Pgp_Broccatelli,60
scaffold,1,2,fixed-final,MTL,CYP2C9_Veith,60
scaffold,1,2,fixed-final,STL,CYP2C9_Veith,60
scaffold,1,2,fixed-final,MTL,CYP2D6_Veith,60
scaffold,1,2,fixed-final,STL,CYP2D6_Veith,60
scaffold,1,2,fixed-final,MTL,CYP3A4_Veith,60
scaffold,1,2,fixed-final,STL,CYP3A4_Veith,60
scaffold,1,2,fixed-final,MTL,Bioavailability_Ma,60
scaffold,1,2,fixed-final,STL,Bioavailability_Ma,60
scaffold,1,2,global-vs-global,MTL,hERG,10
scaffold,1,2,global-vs-global,STL,hERG,10
scaffold,1,2,global-vs-global,MTL,AMES,10
scaffold,1,2,global-vs-global,STL,AMES,10
scaffold,1,2,global-vs-global,MTL,BBB_Martins,10
scaffold,1,2,global-vs-global,STL,BBB_Martins,10
scaffold,1,2,global-vs-global,MTL,Pgp_Broccatelli,10
scaffold,1,2,global-vs-global,STL,Pgp_Broccatelli,10
scaffold,1,2,global-vs-global,MTL,CYP2C9_Veith,10
scaffold,1,2,global-vs-global,STL,CYP2C9_Veith,10
scaffold,1,2,global-vs-global,MTL,CYP2D6_Veith,10
scaffold,1,2,global-vs-global,STL,CYP2D6_Veith,10
scaffold,1,2,global-vs-global,MTL,CYP3A4_Veith,10
scaffold,1,2,global-vs-global,STL,CYP3A4_Veith,10
scaffold,1,2,global-vs-global,MTL,Bioavailability_Ma,10
scaffold,1,2,global-vs-global,STL,Bioavailability_Ma,10
scaffold,1,2,endpoint-vs-endpoint,MTL,hERG,40
scaffold,1,2,endpoint-vs-endpoint,STL,hERG,10
scaffold,1,2,endpoint-vs-endpoint,MTL,AMES,10
scaffold,1,2,endpoint-vs-endpoint,STL,AMES,10
scaffold,1,2,endpoint-vs-endpoint,MTL,BBB_Martins,10
scaffold,1,2,endpoint-vs-endpoint,STL,BBB_Martins,10
scaffold,1,2,endpoint-vs-endpoint,MTL,Pgp_Broccatelli,10
scaffold,1,2,endpoint-vs-endpoint,STL,Pgp_Broccatelli,50
scaffold,1,2,endpoint-vs-endpoint,MTL,CYP2C9_Veith,10
scaffold,1,2,endpoint-vs-endpoint,STL,CYP2C9_Veith,10
scaffold,1,2,endpoint-vs-endpoint,MTL,CYP2D6_Veith,20
scaffold,1,2,endpoint-vs-endpoint,STL,CYP2D6_Veith,10
scaffold,1,2,endpoint-vs-endpoint,MTL,CYP3A4_Veith,20
scaffold,1,2,endpoint-vs-endpoint,STL,CYP3A4_Veith,10
scaffold,1,2,endpoint-vs-endpoint,MTL,Bioavailability_Ma,10
scaffold,1,2,endpoint-vs-endpoint,STL,Bioavailability_Ma,10
scaffold,1,2,hybrid,MTL,hERG,10
scaffold,1,2,hybrid,STL,hERG,10
scaffold,1,2,hybrid,MTL,AMES,10
scaffold,1,2,hybrid,STL,AMES,10
scaffold,1,2,hybrid,MTL,BBB_Martins,10
scaffold,1,2,hybrid,STL,BBB_Martins,10
scaffold,1,2,hybrid,MTL,Pgp_Broccatelli,10
scaffold,1,2,hybrid,STL,Pgp_Broccatelli,50
scaffold,1,2,hybrid,MTL,CYP2C9_Veith,10
scaffold,1,2,hybrid,STL,CYP2C9_Veith,10
scaffold,1,2,hybrid,MTL,CYP2D6_Veith,10
scaffold,1,2,hybrid,STL,CYP2D6_Veith,10
scaffold,1,2,hybrid,MTL,CYP3A4_Veith,10
scaffold,1,2,hybrid,STL,CYP3A4_Veith,10
scaffold,1,2,hybrid,MTL,Bioavailability_Ma,10
scaffold,1,2,hybrid,STL,Bioavailability_Ma,10
scaffold,2,0,fixed-final,MTL,hERG,60
scaffold,2,0,fixed-final,STL,hERG,60
scaffold,2,0,fixed-final,MTL,AMES,60
scaffold,2,0,fixed-final,STL,AMES,60
scaffold,2,0,fixed-final,MTL,BBB_Martins,60
scaffold,2,0,fixed-final,STL,BBB_Martins,60
scaffold,2,0,fixed-final,MTL,Pgp_Broccatelli,60
scaffold,2,0,fixed-final,STL,Pgp_Broccatelli,60
scaffold,2,0,fixed-final,MTL,CYP2C9_Veith,60
scaffold,2,0,fixed-final,STL,CYP2C9_Veith,60
scaffold,2,0,fixed-final,MTL,CYP2D6_Veith,60
scaffold,2,0,fixed-final,STL,CYP2D6_Veith,60
scaffold,2,0,fixed-final,MTL,CYP3A4_Veith,60
scaffold,2,0,fixed-final,STL,CYP3A4_Veith,60
scaffold,2,0,fixed-final,MTL,Bioavailability_Ma,60
scaffold,2,0,fixed-final,STL,Bioavailability_Ma,60
scaffold,2,0,global-vs-global,MTL,hERG,10
scaffold,2,0,global-vs-global,STL,hERG,10
scaffold,2,0,global-vs-global,MTL,AMES,10
scaffold,2,0,global-vs-global,STL,AMES,10
scaffold,2,0,global-vs-global,MTL,BBB_Martins,10
scaffold,2,0,global-vs-global,STL,BBB_Martins,10
scaffold,2,0,global-vs-global,MTL,Pgp_Broccatelli,10
scaffold,2,0,global-vs-global,STL,Pgp_Broccatelli,10
scaffold,2,0,global-vs-global,MTL,CYP2C9_Veith,10
scaffold,2,0,global-vs-global,STL,CYP2C9_Veith,10
scaffold,2,0,global-vs-global,MTL,CYP2D6_Veith,10
scaffold,2,0,global-vs-global,STL,CYP2D6_Veith,10
scaffold,2,0,global-vs-global,MTL,CYP3A4_Veith,10
scaffold,2,0,global-vs-global,STL,CYP3A4_Veith,10
scaffold,2,0,global-vs-global,MTL,Bioavailability_Ma,10
scaffold,2,0,global-vs-global,STL,Bioavailability_Ma,10
scaffold,2,0,endpoint-vs-endpoint,MTL,hERG,10
scaffold,2,0,endpoint-vs-endpoint,STL,hERG,10
scaffold,2,0,endpoint-vs-endpoint,MTL,AMES,20
scaffold,2,0,endpoint-vs-endpoint,STL,AMES,10
scaffold,2,0,endpoint-vs-endpoint,MTL,BBB_Martins,20
scaffold,2,0,endpoint-vs-endpoint,STL,BBB_Martins,50
scaffold,2,0,endpoint-vs-endpoint,MTL,Pgp_Broccatelli,10
scaffold,2,0,endpoint-vs-endpoint,STL,Pgp_Broccatelli,10
scaffold,2,0,endpoint-vs-endpoint,MTL,CYP2C9_Veith,10
scaffold,2,0,endpoint-vs-endpoint,STL,CYP2C9_Veith,10
scaffold,2,0,endpoint-vs-endpoint,MTL,CYP2D6_Veith,10
scaffold,2,0,endpoint-vs-endpoint,STL,CYP2D6_Veith,10
scaffold,2,0,endpoint-vs-endpoint,MTL,CYP3A4_Veith,10
scaffold,2,0,endpoint-vs-endpoint,STL,CYP3A4_Veith,10
scaffold,2,0,endpoint-vs-endpoint,MTL,Bioavailability_Ma,10
scaffold,2,0,endpoint-vs-endpoint,STL,Bioavailability_Ma,50
scaffold,2,0,hybrid,MTL,hERG,10
scaffold,2,0,hybrid,STL,hERG,10
scaffold,2,0,hybrid,MTL,AMES,10
scaffold,2,0,hybrid,STL,AMES,10
scaffold,2,0,hybrid,MTL,BBB_Martins,10
scaffold,2,0,hybrid,STL,BBB_Martins,50
scaffold,2,0,hybrid,MTL,Pgp_Broccatelli,10
scaffold,2,0,hybrid,STL,Pgp_Broccatelli,10
scaffold,2,0,hybrid,MTL,CYP2C9_Veith,10
scaffold,2,0,hybrid,STL,CYP2C9_Veith,10
scaffold,2,0,hybrid,MTL,CYP2D6_Veith,10
scaffold,2,0,hybrid,STL,CYP2D6_Veith,10
scaffold,2,0,hybrid,MTL,CYP3A4_Veith,10
scaffold,2,0,hybrid,STL,CYP3A4_Veith,10
scaffold,2,0,hybrid,MTL,Bioavailability_Ma,10
scaffold,2,0,hybrid,STL,Bioavailability_Ma,50
scaffold,2,1,fixed-final,MTL,hERG,60
scaffold,2,1,fixed-final,STL,hERG,60
scaffold,2,1,fixed-final,MTL,AMES,60
scaffold,2,1,fixed-final,STL,AMES,60
scaffold,2,1,fixed-final,MTL,BBB_Martins,60
scaffold,2,1,fixed-final,STL,BBB_Martins,60
scaffold,2,1,fixed-final,MTL,Pgp_Broccatelli,60
scaffold,2,1,fixed-final,STL,Pgp_Broccatelli,60
scaffold,2,1,fixed-final,MTL,CYP2C9_Veith,60
scaffold,2,1,fixed-final,STL,CYP2C9_Veith,60
scaffold,2,1,fixed-final,MTL,CYP2D6_Veith,60
scaffold,2,1,fixed-final,STL,CYP2D6_Veith,60
scaffold,2,1,fixed-final,MTL,CYP3A4_Veith,60
scaffold,2,1,fixed-final,STL,CYP3A4_Veith,60
scaffold,2,1,fixed-final,MTL,Bioavailability_Ma,60
scaffold,2,1,fixed-final,STL,Bioavailability_Ma,60
scaffold,2,1,global-vs-global,MTL,hERG,10
scaffold,2,1,global-vs-global,STL,hERG,10
scaffold,2,1,global-vs-global,MTL,AMES,10
scaffold,2,1,global-vs-global,STL,AMES,10
scaffold,2,1,global-vs-global,MTL,BBB_Martins,10
scaffold,2,1,global-vs-global,STL,BBB_Martins,10
scaffold,2,1,global-vs-global,MTL,Pgp_Broccatelli,10
scaffold,2,1,global-vs-global,STL,Pgp_Broccatelli,10
